id;segmentid;templateid;storeid;name;description;badge;type;status;isdefault;createdat;createdby;updatedat;updatedby
1511;1106;1970-01-01 00:00:00.000001511;FHZ92N7VG3;Campanha Tempora 7UKF;Não informado;Não informado;1;1970-01-01 00:00:00.000000004;False;Não informado;Não informado;2024-11-03 00:02:37;Não informado
1512;1107;1970-01-01 00:00:00.000001512;ULIBTT9PAF;Campanha Quos 667Z;Illo deleniti ducimus officiis deleniti maiores neque.;winback;1;1970-01-01 00:00:00.000000001;False;;Não informado;2024-08-01 11:07:38;Não informado
1513;1108;1970-01-01 00:00:00.000001513;1UP4PHFAXI;Campanha Voluptate 1S9N;Não informado;Não informado;2;1970-01-01 00:00:00.000000001;False;Não informado;Não informado;2024-03-18 02:44:13;Não informado
1514;1109;1970-01-01 00:00:00.000001514;UZMXL244VR;Campanha Culpa BJ3H;Fugiat sunt delectus perspiciatis exercitationem delectus corrupti enim.;loyalty;1;1970-01-01 00:00:00.000000004;False;;Não informado;2024-08-28 10:06:54;Não informado
1515;5;1970-01-01 00:00:00.000001515;V0M96XR8ZB;Campanha Labore M8PE;Eaque aliquam soluta modi minima veritatis suscipit fugiat occaecati.;loyalty;2;1970-01-01 00:00:00.000000002;False;Não informado;Não informado;2024-04-20 08:29:20;Não informado
1516;1110;1970-01-01 00:00:00.000001516;82P5EJRSBB;Campanha Atque LBAD;Iusto deleniti assumenda illo magni nulla iusto cupiditate aut similique rerum maxime non.;consumption;2;1970-01-01 00:00:00.000000001;False;Não informado;Não informado;2024-04-26 11:35:06;Não informado
1517;1111;1970-01-01 00:00:00.000001517;1AA6Y87QS7;Campanha Vitae JP1I;Nisi ab accusamus nisi amet quos quaerat harum laudantium enim.;consumption;2;1970-01-01 00:00:00.000000003;False;Não informado;Não informado;2025-01-07 07:07:13;Não informado
1518;1112;1970-01-01 00:00:00.000001518;1IU8TJHULU;Campanha Ut RSFH;Veritatis nulla quidem non sunt et mollitia doloribus corrupti molestiae quae voluptatibus.;migration;2;1970-01-01 00:00:00.000000003;True;Não informado;Não informado;2024-11-06 12:57:05;Não informado
1519;5;1970-01-01 00:00:00.000001519;WXZMCD6XHM;Campanha Facilis K0UF;Possimus adipisci porro ipsa nihil aspernatur ex magni.;winback;2;1970-01-01 00:00:00.000000001;False;Não informado;Não informado;2024-12-02 15:37:49;Não informado
1520;1113;1970-01-01 00:00:00.000001520;UW0V0I1ITQ;Campanha Ab PQ4B;Itaque itaque reiciendis dolorum impedit doloribus modi.;seasonal;2;1970-01-01 00:00:00.000000002;False;Não informado;Não informado;2024-08-29 05:45:14;Não informado
1521;1114;1970-01-01 00:00:00.000001521;UL9CH8LXU3;Campanha Quam QHQK;Quo sint reprehenderit eveniet excepturi quis.;seasonal;1;1970-01-01 00:00:00.000000001;False;Não informado;Não informado;2025-07-15 11:14:17;Não informado
1522;1115;1970-01-01 00:00:00.000001522;SOF1XW53ZG;Campanha Exercitationem 1IGA;Tempore magni doloremque atque atque magnam sed alias modi est impedit.;migration;2;1970-01-01 00:00:00.000000003;False;;Não informado;2024-09-23 20:21:26;Não informado
1523;1116;1970-01-01 00:00:00.000001523;TEI5CQOM3O;Campanha Natus QCEZ;Nesciunt accusamus fugit totam illo reiciendis cumque.;seasonal;1;1970-01-01 00:00:00.000000001;False;Não informado;Não informado;2024-09-24 23:05:50;Não informado
1524;1117;1970-01-01 00:00:00.000001524;7T9P2JMW6I;Campanha Qui 4HAP;Ad explicabo eius placeat porro commodi ullam cupiditate repellat sunt iste.;winback;2;1970-01-01 00:00:00.000000001;True;;Não informado;2024-05-09 04:37:33;Não informado
1525;1118;1970-01-01 00:00:00.000001525;JVXGL1QGOU;Campanha Minima O8ZD;Não informado;seasonal;2;1970-01-01 00:00:00.000000003;True;Não informado;Não informado;2024-11-23 16:59:03;Não informado
1526;5;1970-01-01 00:00:00.000001526;MGPK3Y8SF4;Campanha Ipsum FP4V;Não informado;migration;1;1970-01-01 00:00:00.000000003;False;;Não informado;2024-11-26 15:54:35;Não informado
1527;1119;1970-01-01 00:00:00.000001527;3LP62TMLP0;Campanha Tempora RBNX;Sed impedit sed odio accusantium nostrum.;winback;1;1970-01-01 00:00:00.000000002;False;Não informado;Não informado;2024-04-13 06:04:41;Não informado
1528;5;1970-01-01 00:00:00.000001528;94IPZGRSPI;Campanha Tempora W06N;Molestiae consequatur voluptatem cumque at labore hic veritatis iusto.;seasonal;1;1970-01-01 00:00:00.000000002;True;Não informado;Não informado;2024-11-09 12:15:51;Não informado
1529;1120;1970-01-01 00:00:00.000001529;FK8MKLBC55;Campanha Odio 047W;Officiis amet distinctio ducimus eaque officiis assumenda vitae occaecati temporibus.;Não informado;1;1970-01-01 00:00:00.000000001;False;;Não informado;2025-05-30 16:14:18;Não informado
1530;1121;1970-01-01 00:00:00.000001530;28906QNX0O;Campanha Inventore F7SW;Molestiae quibusdam doloremque quia soluta culpa.;winback;2;1970-01-01 00:00:00.000000003;False;Não informado;Não informado;2024-12-28 06:18:15;Não informado
1531;1122;1970-01-01 00:00:00.000001531;0G6HQHUXKU;Campanha Tempora P5GS;Nesciunt facilis tenetur quae quasi omnis cumque rem inventore ullam temporibus adipisci.;winback;1;1970-01-01 00:00:00.000000001;False;Não informado;Não informado;2025-02-14 17:35:09;Não informado
1532;5;1970-01-01 00:00:00.000001532;GUK1ZG8ISZ;Campanha Porro 514G;Quod fugiat sed tempore mollitia ab molestias ea accusantium sapiente culpa reprehenderit.;loyalty;2;1970-01-01 00:00:00.000000001;False;;Não informado;2024-11-22 22:49:46;Não informado
1533;1123;1970-01-01 00:00:00.000001533;JNCTFTT7IJ;Campanha Nostrum A6MI;Voluptates unde laborum sunt animi laudantium possimus.;loyalty;1;1970-01-01 00:00:00.000000002;False;Não informado;Não informado;2025-01-24 15:42:53;Não informado
1534;1124;1970-01-01 00:00:00.000001534;GY5A9U18MD;Campanha Sequi 3SZX;Cupiditate explicabo in culpa ad iste voluptatum aperiam ducimus.;migration;1;1970-01-01 00:00:00.000000002;False;Não informado;Não informado;2025-02-25 04:40:18;Não informado
1535;1125;1970-01-01 00:00:00.000001535;CP4OTN8HPB;Campanha Reiciendis Y37G;Não informado;migration;1;1970-01-01 00:00:00.000000003;False;Não informado;Não informado;2025-04-29 19:55:38;Não informado
1536;1126;1970-01-01 00:00:00.000001536;GVXKQ5HHOI;Campanha Itaque 4KBQ;At ab quam at non deleniti quam fuga ipsum perspiciatis inventore vitae fugit.;seasonal;2;1970-01-01 00:00:00.000000002;False;;Não informado;2025-03-22 04:32:26;Não informado
1537;5;1970-01-01 00:00:00.000001537;IH6LB3K5RU;Campanha Placeat WP9J;Ratione iusto nihil quos odit quo maiores aliquam ipsum veniam ullam nulla.;seasonal;1;1970-01-01 00:00:00.000000001;False;Não informado;Não informado;2024-08-05 10:49:09;Não informado
1538;5;1970-01-01 00:00:00.000001538;C8DO1P98SN;Campanha Dolor LC1T;Deserunt dolore eius quia id voluptate harum aut dolore.;consumption;2;1970-01-01 00:00:00.000000004;True;;Não informado;2024-05-27 14:35:29;Não informado
1539;1127;1970-01-01 00:00:00.000001539;6M1DALPB01;Campanha Rem 002G;Aut ea itaque vel ea esse vel debitis excepturi.;Não informado;1;1970-01-01 00:00:00.000000003;False;;Não informado;2024-06-01 21:47:51;Não informado
1540;1128;1970-01-01 00:00:00.000001540;WPWMSWD3N3;Campanha Distinctio 6J8O;Nesciunt nam nihil quidem quidem nihil deleniti non repudiandae placeat omnis.;seasonal;2;1970-01-01 00:00:00.000000003;False;Não informado;Não informado;2024-07-01 10:27:40;Não informado
1541;1129;1970-01-01 00:00:00.000001541;5H36PCGYFH;Campanha Culpa SHJJ;Quos eius aut tempora odit temporibus.;migration;2;1970-01-01 00:00:00.000000001;False;Não informado;Não informado;2025-01-09 20:05:02;Não informado
1542;1130;1970-01-01 00:00:00.000001542;Y1WNGXAM7B;Campanha At PQJM;Não informado;loyalty;1;1970-01-01 00:00:00.000000001;False;;Não informado;2024-02-14 01:20:31;Não informado
1543;5;1970-01-01 00:00:00.000001543;JULJ3G75ZK;Campanha Dolor 1GA2;Dolore architecto eligendi rerum temporibus perspiciatis consectetur quo culpa consectetur sit enim.;winback;1;1970-01-01 00:00:00.000000003;False;Não informado;Não informado;2024-09-02 19:21:25;Não informado
1544;1131;1970-01-01 00:00:00.000001544;BV9MDPOA8F;Campanha Sed VF84;Ab esse laudantium mollitia quaerat numquam fuga tempora inventore ab.;migration;2;1970-01-01 00:00:00.000000002;True;Não informado;Não informado;2024-12-22 14:21:48;Não informado
1545;1132;1970-01-01 00:00:00.000001545;K7C5KB3YGB;Campanha Deserunt 1RV3;Dolorem eveniet quod dolorem harum aliquid officiis quia a iste magnam.;loyalty;1;1970-01-01 00:00:00.000000003;False;Não informado;Não informado;2024-12-22 11:09:51;Não informado
1546;1133;1970-01-01 00:00:00.000001546;179YIXMHVJ;Campanha Facilis 4UMS;Não informado;loyalty;1;1970-01-01 00:00:00.000000001;False;;Não informado;2024-05-29 14:36:31;Não informado
1547;1134;1970-01-01 00:00:00.000001547;X3KOIEXS3L;Campanha Facere C37S;Quas voluptates non minus distinctio nobis numquam doloribus veniam nostrum in est.;Não informado;1;1970-01-01 00:00:00.000000003;False;;Não informado;2025-02-27 18:51:33;Não informado
1548;5;1970-01-01 00:00:00.000001548;4EEHRDWRKQ;Campanha Alias YUYQ;Minus rerum consequatur voluptatem repellat quam nostrum ducimus magnam enim fugit.;Não informado;2;1970-01-01 00:00:00.000000001;False;Não informado;Não informado;2024-09-08 19:00:43;Não informado
1549;1135;1970-01-01 00:00:00.000001549;ZMT6Y6TL71;Campanha Fuga R2VO;Suscipit reprehenderit voluptas necessitatibus laboriosam neque aliquid quod consequatur praesentium quas iste eius.;migration;2;1970-01-01 00:00:00.000000002;False;Não informado;Não informado;2024-05-04 06:08:34;Não informado
1550;5;1970-01-01 00:00:00.000001550;NCK5QDADAP;Campanha Ducimus VSF4;Modi inventore eum nesciunt molestias facilis quae.;loyalty;2;1970-01-01 00:00:00.000000001;False;;Não informado;2024-10-23 20:57:46;Não informado
1551;1136;1970-01-01 00:00:00.000001551;U1EAO1L9NY;Campanha Distinctio PU87;Não informado;loyalty;1;1970-01-01 00:00:00.000000004;False;;Não informado;2024-08-27 15:59:39;Não informado
1552;1137;1970-01-01 00:00:00.000001552;QCLJXCMR5F;Campanha Modi 38IW;Eveniet officiis omnis minima inventore veritatis distinctio consectetur recusandae aspernatur.;migration;1;1970-01-01 00:00:00.000000003;False;Não informado;Não informado;2024-10-18 00:14:02;Não informado
1553;1138;1970-01-01 00:00:00.000001553;EZ4BX9GVUQ;Campanha Odio IZBD;Maxime numquam similique alias fugiat sit accusantium totam nulla unde provident animi.;winback;2;1970-01-01 00:00:00.000000003;True;Não informado;Não informado;2024-10-18 02:37:50;Não informado
1554;1139;1970-01-01 00:00:00.000001554;JRYX4B18B9;Campanha Eum QCL3;Beatae amet illum consequatur voluptas eos fugit occaecati tenetur ratione.;Não informado;2;1970-01-01 00:00:00.000000004;False;;Não informado;2024-12-21 14:16:33;Não informado
1555;1140;1970-01-01 00:00:00.000001555;VD7X1JMH6T;Campanha Placeat 4U7S;Libero earum animi consectetur nemo non cumque unde commodi repellat.;seasonal;1;1970-01-01 00:00:00.000000003;False;;Não informado;2024-10-31 19:36:40;Não informado
1556;5;1970-01-01 00:00:00.000001556;8LWKHRZFDY;Campanha Laudantium XSX2;Quaerat aperiam similique corporis dolorem pariatur maxime dolore repudiandae atque quisquam ratione.;seasonal;2;1970-01-01 00:00:00.000000001;False;Não informado;Não informado;2024-11-03 07:15:45;Não informado
1557;1141;1970-01-01 00:00:00.000001557;SGOLCBTL97;Campanha Ab P7DF;Pariatur beatae tempora laboriosam exercitationem autem laborum dolore voluptate natus.;consumption;2;1970-01-01 00:00:00.000000002;False;;Não informado;2024-11-20 03:36:57;Não informado
1558;5;1970-01-01 00:00:00.000001558;TF14FRUXTN;Campanha Accusantium XJ8U;Soluta consequuntur soluta placeat nemo iure nesciunt molestias error.;winback;2;1970-01-01 00:00:00.000000001;True;;Não informado;2024-09-15 01:40:10;Não informado
1559;1142;1970-01-01 00:00:00.000001559;KZM925GZC2;Campanha Molestiae H6HT;Não informado;consumption;2;1970-01-01 00:00:00.000000004;False;Não informado;Não informado;2025-06-13 14:49:44;Não informado
1560;1143;1970-01-01 00:00:00.000001560;3PWJT7D0AC;Campanha Officia 0BQO;Ducimus est iusto suscipit neque facere culpa corporis.;loyalty;1;1970-01-01 00:00:00.000000001;False;Não informado;Não informado;2024-09-28 05:46:33;Não informado
1561;1144;1970-01-01 00:00:00.000001561;L1Q9RVSF0S;Campanha Animi 60KQ;Sequi incidunt amet rem laudantium modi ullam.;loyalty;2;1970-01-01 00:00:00.000000003;False;Não informado;Não informado;2024-09-03 13:10:17;Não informado
1562;1145;1970-01-01 00:00:00.000001562;U0F5E47RHO;Campanha Tenetur W59Q;Error laudantium expedita modi ratione quidem aut dolores.;consumption;2;1970-01-01 00:00:00.000000002;True;Não informado;Não informado;2025-05-02 09:35:25;Não informado
1563;1146;1970-01-01 00:00:00.000001563;664L90FXV2;Campanha Occaecati YREL;Sapiente consequatur illo nostrum aliquam optio perspiciatis velit enim.;seasonal;2;1970-01-01 00:00:00.000000001;False;Não informado;Não informado;2025-05-31 17:51:29;Não informado
1564;1147;1970-01-01 00:00:00.000001564;R7ZJ8FN2BE;Campanha Temporibus 6OOR;Iste quos dignissimos deserunt quis aspernatur sit ducimus tempore amet.;consumption;1;1970-01-01 00:00:00.000000004;False;;Não informado;2024-12-28 23:29:07;Não informado
1565;1148;1970-01-01 00:00:00.000001565;DFQ90QPH8A;Campanha Numquam 51GZ;Não informado;loyalty;1;1970-01-01 00:00:00.000000003;False;;Não informado;2024-08-23 00:10:13;Não informado
1566;5;1970-01-01 00:00:00.000001566;TD6OO7G5B0;Campanha Velit L8O9;Officiis eaque nobis reiciendis libero harum aliquam.;loyalty;1;1970-01-01 00:00:00.000000003;False;;Não informado;2024-12-20 14:05:05;Não informado
1567;5;1970-01-01 00:00:00.000001567;9JRMBK39S9;Campanha Blanditiis BHWO;Amet expedita expedita enim aut quia rerum neque ullam quo.;migration;2;1970-01-01 00:00:00.000000003;False;Não informado;Não informado;2025-01-01 22:42:26;Não informado
1568;5;1970-01-01 00:00:00.000001568;OCJZ5QDE2Y;Campanha Sunt 3ZNP;Magnam consequatur debitis nostrum nisi voluptate excepturi.;consumption;2;1970-01-01 00:00:00.000000001;False;Não informado;Não informado;2024-04-27 12:27:07;Não informado
1569;1149;1970-01-01 00:00:00.000001569;0GF8E59JMZ;Campanha Distinctio 8SPC;Não informado;winback;1;1970-01-01 00:00:00.000000003;False;Não informado;Não informado;2024-09-12 17:29:50;Não informado
1570;1150;1970-01-01 00:00:00.000001570;I8BLIEN341;Campanha Quasi 6UKL;Quidem soluta sed neque maiores dicta architecto fugit deleniti quam reprehenderit.;consumption;1;1970-01-01 00:00:00.000000004;False;Não informado;Não informado;2024-09-16 22:26:39;Não informado
1571;1151;1970-01-01 00:00:00.000001571;EP9MNRN8WN;Campanha Expedita UT6J;Tempore laboriosam ratione quaerat iure atque eaque delectus.;migration;1;1970-01-01 00:00:00.000000002;False;Não informado;Não informado;2024-08-02 13:51:47;Não informado
1572;5;1970-01-01 00:00:00.000001572;U4ZVX7LOFO;Campanha Voluptates LANG;Não informado;seasonal;2;1970-01-01 00:00:00.000000001;False;Não informado;Não informado;2025-03-20 05:51:41;Não informado
1573;1152;1970-01-01 00:00:00.000001573;R1V1ZN5H5J;Campanha Similique MC9Q;Fugiat eligendi ipsa enim ipsam saepe unde.;loyalty;2;1970-01-01 00:00:00.000000003;False;;Não informado;2024-07-15 23:52:18;Não informado
1574;1153;1970-01-01 00:00:00.000001574;XYWRYE7PDJ;Campanha Quod NL72;Quod saepe modi inventore harum aliquid distinctio eaque nihil vel eius quis.;Não informado;2;1970-01-01 00:00:00.000000002;True;Não informado;Não informado;2025-02-15 13:51:16;Não informado
1575;5;1970-01-01 00:00:00.000001575;EYJ5Q0S9AJ;Campanha Debitis YGZC;Recusandae neque eum aliquid deleniti eveniet ipsam eius itaque.;winback;2;1970-01-01 00:00:00.000000001;False;;Não informado;2024-05-21 11:35:24;Não informado
1576;1154;1970-01-01 00:00:00.000001576;I18T1500EE;Campanha Eaque OD1V;Quaerat in ipsa molestiae quos eligendi veritatis ad molestiae culpa.;migration;1;1970-01-01 00:00:00.000000001;True;Não informado;Não informado;2024-12-20 12:45:36;Não informado
1577;5;1970-01-01 00:00:00.000001577;TV5LX9BEAH;Campanha Itaque ZA9T;Não informado;seasonal;1;1970-01-01 00:00:00.000000001;False;Não informado;Não informado;2025-02-03 11:03:13;Não informado
1578;1155;1970-01-01 00:00:00.000001578;9ZMXZX3VBG;Campanha Earum DICO;Não informado;Não informado;2;1970-01-01 00:00:00.000000004;False;Não informado;Não informado;2024-11-30 11:16:07;Não informado
1579;1156;1970-01-01 00:00:00.000001579;8C656831FE;Campanha Cum Z0MS;Debitis error neque optio optio neque veritatis mollitia reiciendis.;loyalty;2;1970-01-01 00:00:00.000000002;False;Não informado;Não informado;2024-03-30 08:01:47;Não informado
1580;1157;1970-01-01 00:00:00.000001580;3JSU4VYLCG;Campanha Dolores AUAI;Reprehenderit sit soluta perferendis quisquam quas magnam ab temporibus dolores eius.;seasonal;2;1970-01-01 00:00:00.000000004;False;Não informado;Não informado;2024-09-21 19:18:29;Não informado
1581;1158;1970-01-01 00:00:00.000001581;8MZ51OR4SD;Campanha Qui A9W4;Repellat blanditiis veritatis ratione vitae illo est exercitationem at.;consumption;1;1970-01-01 00:00:00.000000004;False;;Não informado;2025-01-02 06:04:05;Não informado
1582;5;1970-01-01 00:00:00.000001582;OMTF075G51;Campanha Modi 4A99;Delectus a voluptatibus ut aliquam facere.;seasonal;2;1970-01-01 00:00:00.000000004;False;;Não informado;2024-06-23 16:08:06;Não informado
1583;1159;1970-01-01 00:00:00.000001583;7O6YU37NJT;Campanha Quos E0Y4;Omnis iste veniam sequi cupiditate labore tempore facere pariatur adipisci esse nihil.;loyalty;1;1970-01-01 00:00:00.000000003;False;Não informado;Não informado;2024-06-06 16:19:27;Não informado
1584;1160;1970-01-01 00:00:00.000001584;HJ3KFXSMTS;Campanha Delectus VAWN;Sequi perspiciatis fugiat accusantium architecto quod dolores.;winback;1;1970-01-01 00:00:00.000000002;False;Não informado;Não informado;2024-10-16 19:25:03;Não informado
1585;1161;1970-01-01 00:00:00.000001585;38PFITCGM6;Campanha Beatae EH0Z;Iste eius voluptates aspernatur quidem unde laudantium illo maiores occaecati nihil quidem.;consumption;2;1970-01-01 00:00:00.000000004;True;;Não informado;2025-01-01 15:29:52;Não informado
1586;1162;1970-01-01 00:00:00.000001586;F874ESDQC9;Campanha Aliquid PUN6;Não informado;loyalty;2;1970-01-01 00:00:00.000000003;False;Não informado;Não informado;2024-09-01 15:43:06;Não informado
1587;5;1970-01-01 00:00:00.000001587;INHD5XZWBH;Campanha Voluptatem 80ET;Sed ut facere rerum similique repudiandae harum blanditiis.;seasonal;2;1970-01-01 00:00:00.000000004;False;Não informado;Não informado;2024-12-12 15:28:20;Não informado
1588;1163;1970-01-01 00:00:00.000001588;5PR0QXEB7C;Campanha Ipsa 5KTS;Vel facere nulla rerum inventore ullam quam soluta a doloribus sunt omnis.;loyalty;2;1970-01-01 00:00:00.000000002;False;Não informado;Não informado;2024-09-15 08:27:02;Não informado
1589;5;1970-01-01 00:00:00.000001589;2XQZ21XG77;Campanha Odio FLV7;Não informado;loyalty;1;1970-01-01 00:00:00.000000003;False;;Não informado;2024-06-21 21:33:37;Não informado
1590;1164;1970-01-01 00:00:00.000001590;5RQGQNYB9X;Campanha Asperiores S5GD;Não informado;consumption;2;1970-01-01 00:00:00.000000004;False;;Não informado;2024-09-01 13:01:52;Não informado
1591;1165;1970-01-01 00:00:00.000001591;ZGI3ZTTSK3;Campanha Distinctio A0YQ;Não informado;seasonal;1;1970-01-01 00:00:00.000000003;False;Não informado;Não informado;2024-05-20 07:22:52;Não informado
1592;1166;1970-01-01 00:00:00.000001592;2L1CNZ0IVS;Campanha Voluptas IXB9;Nostrum in doloribus voluptas illum aliquid et delectus odio dignissimos.;consumption;2;1970-01-01 00:00:00.000000004;False;Não informado;Não informado;2025-06-09 09:48:45;Não informado
1593;5;1970-01-01 00:00:00.000001593;ZZR8O9XS2S;Campanha Omnis 1SPZ;Sint debitis nisi iure praesentium rerum eius.;seasonal;1;1970-01-01 00:00:00.000000002;False;;Não informado;2024-09-13 07:33:58;Não informado
1594;1167;1970-01-01 00:00:00.000001594;WKW9VZCZMP;Campanha Qui IW8B;Nisi earum nesciunt omnis ut laboriosam adipisci repellendus aspernatur ipsam itaque numquam ratione.;winback;2;1970-01-01 00:00:00.000000004;False;Não informado;Não informado;2025-02-03 18:26:56;Não informado
1595;1168;1970-01-01 00:00:00.000001595;RPOH6V5M1U;Campanha Soluta WRQD;Necessitatibus dolorum modi autem dolorem officiis illo eligendi mollitia quasi.;Não informado;1;1970-01-01 00:00:00.000000002;False;;Não informado;2024-12-12 19:01:30;Não informado
1596;5;1970-01-01 00:00:00.000001596;TXAB0G3YVO;Campanha Ut LLLM;Não informado;consumption;1;1970-01-01 00:00:00.000000004;False;Não informado;Não informado;2024-02-10 16:02:38;Não informado
1597;5;1970-01-01 00:00:00.000001597;W29ASAJ7SR;Campanha Impedit GFG4;Magni praesentium voluptate dignissimos nihil praesentium natus quam voluptatem possimus accusamus.;seasonal;2;1970-01-01 00:00:00.000000004;False;;Não informado;2024-08-21 17:08:25;Não informado
1598;1169;1970-01-01 00:00:00.000001598;ZEKS48MQVF;Campanha Est LGH6;Animi itaque accusamus minima dignissimos pariatur sunt facere nisi iste minima quisquam.;loyalty;1;1970-01-01 00:00:00.000000003;False;Não informado;Não informado;2024-12-19 06:16:10;Não informado
1599;1170;1970-01-01 00:00:00.000001599;QYYRH62E21;Campanha Vitae TRBX;Veritatis expedita cupiditate laboriosam numquam quod velit inventore ullam sunt laborum iusto.;migration;2;1970-01-01 00:00:00.000000004;False;;Não informado;2024-11-17 21:07:23;Não informado
1600;1171;1970-01-01 00:00:00.000001600;JQRWYGS8O7;Campanha Deleniti 9VRJ;Ipsa dignissimos voluptate veritatis ullam ducimus libero.;Não informado;2;1970-01-01 00:00:00.000000004;False;Não informado;Não informado;2024-10-17 12:09:28;Não informado
1601;1172;1970-01-01 00:00:00.000001601;3JF46DE7KI;Campanha Sit OS32;Facere fuga nisi nemo reprehenderit alias perspiciatis.;seasonal;1;1970-01-01 00:00:00.000000002;False;;Não informado;2025-05-14 10:35:43;Não informado
1602;1173;1970-01-01 00:00:00.000001602;1N97NFNT06;Campanha Hic RLA8;Nemo aspernatur aperiam aut necessitatibus nobis soluta quae soluta mollitia commodi eos.;migration;1;1970-01-01 00:00:00.000000004;False;;Não informado;2024-09-05 10:37:19;Não informado
1603;5;1970-01-01 00:00:00.000001603;YXKQN8OY7G;Campanha Quos NJZ2;Amet suscipit quam deleniti quidem a in eum nihil culpa laudantium eaque corrupti.;loyalty;2;1970-01-01 00:00:00.000000002;False;Não informado;Não informado;2024-12-12 01:42:35;Não informado
1604;1174;1970-01-01 00:00:00.000001604;O46MZJU1UC;Campanha Dolores VM5O;Sapiente necessitatibus doloribus maiores nulla quo aliquam tempora repellendus dolorum.;migration;1;1970-01-01 00:00:00.000000004;True;Não informado;Não informado;2024-12-11 10:51:46;Não informado
1605;1175;1970-01-01 00:00:00.000001605;F72BYNCS58;Campanha Error 34BK;Beatae ratione tempore ea repellendus nisi repellat occaecati eum molestiae.;winback;1;1970-01-01 00:00:00.000000001;False;Não informado;Não informado;2024-10-14 18:40:12;Não informado
1606;1176;1970-01-01 00:00:00.000001606;16H7009WVN;Campanha Vero F751;Dolorem aliquam inventore et iusto nihil accusamus vel mollitia vero voluptatem.;winback;2;1970-01-01 00:00:00.000000004;False;Não informado;Não informado;2024-10-03 04:30:22;Não informado
1607;5;1970-01-01 00:00:00.000001607;QCMSV1R9Y7;Campanha Nesciunt N17L;Ad quo saepe mollitia temporibus possimus corrupti quis similique.;seasonal;1;1970-01-01 00:00:00.000000004;False;Não informado;Não informado;2025-02-20 21:54:37;Não informado
1608;1177;1970-01-01 00:00:00.000001608;XUHZD9OUQJ;Campanha Sed ACPT;Não informado;winback;2;1970-01-01 00:00:00.000000001;False;Não informado;Não informado;2024-02-09 10:49:25;Não informado
1609;1178;1970-01-01 00:00:00.000001609;RY09SGWN0M;Campanha Et ODP9;Não informado;consumption;2;1970-01-01 00:00:00.000000002;False;Não informado;Não informado;2025-02-09 11:18:09;Não informado
1610;1179;1970-01-01 00:00:00.000001610;YNETUY56H2;Campanha Exercitationem FF2Z;Vitae aspernatur dolor pariatur repellendus ad cumque doloribus tenetur.;winback;1;1970-01-01 00:00:00.000000002;False;;Não informado;2024-07-02 00:35:40;Não informado
1611;5;1970-01-01 00:00:00.000001611;TPWD0G2VOR;Campanha Perspiciatis FSL0;Impedit occaecati enim earum unde similique dolores perspiciatis dolores doloremque.;consumption;2;1970-01-01 00:00:00.000000003;False;Não informado;Não informado;2024-08-10 08:21:02;Não informado
1612;5;1970-01-01 00:00:00.000001612;LQFSDA8980;Campanha Iste BT7R;Não informado;Não informado;2;1970-01-01 00:00:00.000000003;False;Não informado;Não informado;2025-04-02 06:19:59;Não informado
1613;1180;1970-01-01 00:00:00.000001613;0MEATDUX63;Campanha Incidunt RR8J;Repudiandae minima praesentium reprehenderit dignissimos laborum animi quo repudiandae.;Não informado;1;1970-01-01 00:00:00.000000002;False;Não informado;Não informado;2024-11-11 02:40:07;Não informado
1614;5;1970-01-01 00:00:00.000001614;308N32K1IH;Campanha Cum KPJU;Não informado;loyalty;1;1970-01-01 00:00:00.000000004;False;;Não informado;2025-04-01 04:37:21;Não informado
1615;1181;1970-01-01 00:00:00.000001615;F5Y7GE7MGR;Campanha Dolores H5RK;Voluptatem illum numquam sint sint quis ducimus ipsam adipisci commodi eveniet officia.;consumption;1;1970-01-01 00:00:00.000000003;False;Não informado;Não informado;2024-11-05 22:05:33;Não informado
1616;1182;1970-01-01 00:00:00.000001616;VA6AR1AR6U;Campanha Numquam FCMV;Itaque amet accusantium quas eius totam nemo at ullam.;Não informado;1;1970-01-01 00:00:00.000000004;False;Não informado;Não informado;2024-05-13 16:40:58;Não informado
1617;1183;1970-01-01 00:00:00.000001617;U17UVD1RZN;Campanha Excepturi NWXS;Earum molestiae consequuntur at odio illum odio odit provident eligendi unde.;winback;2;1970-01-01 00:00:00.000000003;False;;Não informado;2024-06-14 10:32:38;Não informado
1618;5;1970-01-01 00:00:00.000001618;65QI2WJJ80;Campanha Distinctio 7CP4;Não informado;consumption;1;1970-01-01 00:00:00.000000003;False;Não informado;Não informado;2025-01-19 06:32:08;Não informado
1619;1184;1970-01-01 00:00:00.000001619;RRIXCIJQN6;Campanha Sapiente C4W7;Magnam excepturi a aspernatur similique vitae aut officiis ab id dolor numquam.;winback;2;1970-01-01 00:00:00.000000003;False;Não informado;Não informado;2024-11-20 18:11:44;Não informado
1620;1185;1970-01-01 00:00:00.000001620;VY4H03B27L;Campanha Autem AK0P;Não informado;Não informado;2;1970-01-01 00:00:00.000000003;False;;Não informado;2025-02-11 18:07:34;Não informado
1621;1186;1970-01-01 00:00:00.000001621;LUUJ7KEX5D;Campanha Voluptate EVI5;Não informado;migration;2;1970-01-01 00:00:00.000000003;False;;Não informado;2024-05-17 05:14:07;Não informado
